Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Player
215,37,2025-01-07,BOS,@,DEN,"W, 118-106",,17:43,3,5,.600,3,5,.600,0,0,,.900,0,0,,1,1,2,1,0,1,1,1,9,7.7,0,Sam Hauser
216,38,2025-01-10,BOS,,SAC,"L, 97-114",,12:54,3,6,.500,1,4,.250,2,2,1.000,.583,0,0,,1,1,2,1,0,1,2,0,7,4.4,-8,Sam Hauser
217,39,2025-01-12,BOS,,NOP,"W, 120-119",,08:53,1,2,.500,1,2,.500,0,0,,.750,0,0,,0,2,2,1,0,0,0,1,3,2.9,2,Sam Hauser
218,40,2025-01-15,BOS,@,TOR,"L, 97-110",,16:45,1,6,.167,1,5,.200,0,1,.000,.250,0,0,,2,4,6,0,2,0,0,1,3,3.4,0,Sam Hauser
219,41,2025-01-17,BOS,,ORL,"W, 121-94",,17:16,3,5,.600,2,4,.500,1,1,1.000,.800,0,0,,0,1,1,1,0,0,0,1,8,6.3,6,Sam Hauser
220,42,2025-01-18,BOS,,ATL,"L, 115-119 (OT)",,20:12,0,7,.000,0,5,.000,0,2,.000,.000,0,0,,1,2,3,2,2,0,1,0,0,-1.2,1,Sam Hauser
221,43,2025-01-20,BOS,@,GSW,"W, 125-85",,20:42,4,7,.571,3,6,.500,1,1,1.000,.786,0,0,,0,2,2,1,1,1,0,1,11,10.3,20,Sam Hauser
222,44,2025-01-22,BOS,@,LAC,"W, 117-113 (OT)",*,25:14,5,7,.714,5,7,.714,0,0,,1.071,0,0,,0,4,4,0,1,0,0,0,15,14.3,-3,Sam Hauser
223,45,2025-01-23,BOS,@,LAL,"L, 96-117",,13:23,2,4,.500,2,4,.500,0,0,,.750,0,0,,0,2,2,0,0,0,0,1,6,4.2,-9,Sam Hauser
224,46,2025-01-25,BOS,@,DAL,"W, 122-107",,14:24,2,3,.667,2,3,.667,0,0,,1.000,0,0,,0,1,1,1,0,0,0,2,6,4.9,-1,Sam Hauser
,47,2025-01-27,BOS,,HOU,"L, 112-114",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Sam Hauser
,48,2025-01-29,BOS,,CHI,"W, 122-100",Did Not Dress,,,,,,,,,,,,,,,,,,,,,,,,,,Sam Hauser
225,49,2025-01-31,BOS,@,NOP,"W, 118-116",,14:27,3,6,.500,3,6,.500,0,0,,.750,0,0,,0,4,4,1,1,0,3,0,9,5.9,0,Sam Hauser
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Sam Hauser
226,50,2025-02-02,BOS,@,PHI,"W, 118-110",,23:52,4,7,.571,4,7,.571,0,0,,.857,0,0,,0,4,4,0,0,0,1,2,12,8.1,18,Sam Hauser
227,51,2025-02-04,BOS,@,CLE,"W, 112-105",,12:53,1,2,.500,1,1,1.000,0,1,.000,.750,0,0,,1,2,3,0,0,0,0,2,3,2.5,18,Sam Hauser
228,52,2025-02-06,BOS,,DAL,"L, 120-127",,20:42,2,5,.400,2,5,.400,0,0,,.600,0,0,,0,1,1,2,0,0,0,1,6,4.6,3,Sam Hauser
229,53,2025-02-08,BOS,@,NYK,"W, 131-104",,17:39,2,4,.500,1,3,.333,1,1,1.000,.625,0,0,,0,3,3,0,0,0,0,3,5,2.7,13,Sam Hauser
230,54,2025-02-10,BOS,@,MIA,"W, 103-85",*,24:03,5,8,.625,5,8,.625,0,0,,.938,0,0,,0,4,4,2,0,0,0,2,15,13.2,17,Sam Hauser
231,55,2025-02-12,BOS,,SAS,"W, 116-103",*,29:04,4,9,.444,2,7,.286,2,2,1.000,.556,2,2,1.000,1,6,7,0,1,0,0,2,12,10.0,9,Sam Hauser
232,56,2025-02-20,BOS,@,PHI,"W, 124-104",,21:24,1,6,.167,1,5,.200,0,1,.000,.250,0,0,,1,1,2,2,0,0,0,1,3,1.2,14,Sam Hauser
233,57,2025-02-23,BOS,,NYK,"W, 118-105",,08:55,2,4,.500,2,3,.667,0,1,.000,.750,0,0,,0,1,1,0,0,0,0,1,6,3.9,-4,Sam Hauser
234,58,2025-02-25,BOS,@,TOR,"W, 111-101",*,39:38,4,6,.667,2,4,.500,2,2,1.000,.833,0,0,,2,3,5,0,1,1,1,3,10,9.2,19,Sam Hauser
235,59,2025-02-26,BOS,@,DET,"L, 97-117",,12:03,1,1,1.000,1,1,1.000,0,0,,1.500,0,0,,0,1,1,1,0,0,1,1,3,2.3,-7,Sam Hauser
236,60,2025-02-28,BOS,,CLE,"L, 116-123",*,37:43,2,8,.250,2,6,.333,0,2,.000,.375,0,0,,2,4,6,1,0,0,0,2,6,3.7,18,Sam Hauser
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Sam Hauser
237,61,2025-03-02,BOS,,DEN,"W, 110-103",,17:19,3,4,.750,2,3,.667,1,1,1.000,1.000,0,0,,1,2,3,1,0,1,1,0,8,8.1,3,Sam Hauser
238,62,2025-03-05,BOS,,POR,"W, 128-118",*,31:53,2,9,.222,1,8,.125,1,1,1.000,.278,0,0,,1,5,6,0,1,0,0,2,5,1.9,8,Sam Hauser
,63,2025-03-06,BOS,,PHI,"W, 123-105",Did Not Dress,,,,,,,,,,,,,,,,,,,,,,,,,,Sam Hauser
239,64,2025-03-08,BOS,,LAL,"W, 111-101",,11:30,0,1,.000,0,1,.000,0,0,,.000,0,0,,0,0,0,0,0,0,0,1,0,-1.1,-7,Sam Hauser
240,65,2025-03-10,BOS,,UTA,"W, 114-108",*,35:29,11,23,.478,9,19,.474,2,4,.500,.674,2,2,1.000,3,3,6,1,1,0,0,0,33,26.0,13,Sam Hauser
241,66,2025-03-12,BOS,,OKC,"L, 112-118",,11:03,1,4,.250,1,4,.250,0,0,,.375,0,0,,0,2,2,1,0,0,1,1,3,0.5,6,Sam Hauser
242,67,2025-03-14,BOS,@,MIA,"W, 103-91",,21:06,2,4,.500,2,4,.500,0,0,,.750,0,0,,0,3,3,0,0,0,0,2,6,4.1,-2,Sam Hauser
243,68,2025-03-15,BOS,@,BRK,"W, 115-113",*,28:16,4,7,.571,3,6,.500,1,1,1.000,.786,0,0,,1,1,2,1,0,0,0,1,11,9.0,-9,Sam Hauser
244,69,2025-03-18,BOS,,BRK,"W, 104-96",*,29:20,3,8,.375,2,7,.286,1,1,1.000,.500,0,0,,0,7,7,0,0,0,0,4,8,4.1,-7,Sam Hauser
245,70,2025-03-21,BOS,@,UTA,"W, 121-99",,28:56,5,10,.500,4,8,.500,1,2,.500,.700,0,0,,0,1,1,0,1,0,0,0,14,10.3,15,Sam Hauser
246,71,2025-03-23,BOS,@,POR,"W, 129-116",*,38:37,8,11,.727,8,10,.800,0,1,.000,1.091,0,0,,0,3,3,0,0,1,0,4,24,19.5,6,Sam Hauser
,72,2025-03-24,BOS,@,SAC,"W, 113-95",Did Not Dress,,,,,,,,,,,,,,,,,,,,,,,,,,Sam Hauser
247,73,2025-03-26,BOS,@,PHO,"W, 132-102",,20:40,4,5,.800,3,4,.750,1,1,1.000,1.100,0,0,,0,3,3,3,3,0,0,1,11,14.7,10,Sam Hauser
248,74,2025-03-29,BOS,@,SAS,"W, 121-111",,23:57,4,13,.308,3,11,.273,1,2,.500,.423,0,0,,1,1,2,1,1,0,0,2,11,5.4,-1,Sam Hauser
249,75,2025-03-31,BOS,@,MEM,"W, 117-103",,24:57,2,6,.333,2,6,.333,0,0,,.500,2,2,1.000,0,3,3,3,1,0,0,1,8,8.2,-2,Sam Hauser
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Sam Hauser
250,76,2025-04-02,BOS,,MIA,"L, 103-124",*,25:38,2,5,.400,2,5,.400,0,0,,.600,0,0,,1,2,3,0,0,0,0,4,6,3.0,-12,Sam Hauser
251,77,2025-04-04,BOS,,PHO,"W, 123-103",,21:00,2,6,.333,1,5,.200,1,1,1.000,.417,0,0,,0,5,5,1,0,0,1,1,5,2.4,8,Sam Hauser
252,78,2025-04-06,BOS,,WAS,"W, 124-90",,21:40,7,12,.583,4,7,.571,3,5,.600,.750,0,0,,2,6,8,0,0,1,0,1,18,15.9,25,Sam Hauser
253,79,2025-04-08,BOS,@,NYK,"W, 119-117 (OT)",,28:07,3,6,.500,1,4,.250,2,2,1.000,.583,0,0,,0,2,2,1,1,1,1,0,7,6.0,9,Sam Hauser
254,80,2025-04-09,BOS,@,ORL,"L, 76-96",*,25:15,4,11,.364,2,8,.250,2,3,.667,.455,0,0,,0,3,3,0,0,0,1,0,10,3.8,-17,Sam Hauser
255,81,2025-04-11,BOS,,CHO,"W, 130-94",,22:15,7,12,.583,6,9,.667,1,3,.333,.833,0,0,,1,4,5,1,1,0,0,1,20,17.6,15,Sam Hauser
256,82,2025-04-13,BOS,,CHO,"W, 93-86",*,28:34,4,9,.444,4,7,.571,0,2,.000,.667,3,3,1.000,0,2,2,1,0,0,0,0,15,11.6,2,Sam Hauser
281,1,2024-10-22,BOS,,NYK,"W, 132-109",,19:19,2,3,.667,0,0,,2,3,.667,.667,0,0,,2,1,3,1,1,1,0,0,4,6.8,2,Luke Kornet
282,2,2024-10-24,BOS,@,WAS,"W, 122-102",,16:13,2,3,.667,0,0,,2,3,.667,.667,0,0,,1,3,4,1,0,0,0,4,4,3.4,13,Luke Kornet
283,3,2024-10-26,BOS,@,DET,"W, 124-118",,19:19,0,1,.000,0,0,,0,1,.000,.000,0,0,,3,1,4,3,1,1,2,2,0,2.7,-5,Luke Kornet
284,4,2024-10-28,BOS,,MIL,"W, 119-108",,09:46,0,0,,0,0,,0,0,,,0,0,,0,1,1,1,0,1,0,0,0,1.7,-5,Luke Kornet
285,5,2024-10-30,BOS,@,IND,"L, 132-135 (OT)",,15:42,1,5,.200,0,0,,1,5,.200,.200,6,6,1.000,7,2,9,2,0,0,0,2,8,11.0,-3,Luke Kornet
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Luke Kornet
286,6,2024-11-01,BOS,@,CHO,"W, 124-109",*,23:31,2,2,1.000,0,0,,2,2,1.000,1.000,1,2,.500,2,2,4,1,1,2,0,1,5,8.7,16,Luke Kornet
287,7,2024-11-02,BOS,@,CHO,"W, 113-103",*,29:36,6,6,1.000,0,0,,6,6,1.000,1.000,7,7,1.000,1,3,4,3,1,2,2,2,19,20.5,8,Luke Kornet
288,8,2024-11-04,BOS,@,ATL,"W, 123-93",,15:40,1,2,.500,0,0,,1,2,.500,.500,0,0,,2,5,7,0,1,1,0,3,2,4.4,2,Luke Kornet
289,9,2024-11-06,BOS,,GSW,"L, 112-118",,14:21,0,2,.000,0,0,,0,2,.000,.000,2,2,1.000,2,1,3,2,0,0,0,1,2,3.3,-7,Luke Kornet
,10,2024-11-08,BOS,,BRK,"W, 108-104 (OT)",Did Not Dress,,,,,,,,,,,,,,,,,,,,,,,,,,Luke Kornet
290,11,2024-11-10,BOS,@,MIL,"W, 113-107",,05:42,0,0,,0,0,,0,0,,,0,0,,1,0,1,0,0,0,0,1,0,0.3,-1,Luke Kornet
291,12,2024-11-12,BOS,,ATL,"L, 116-117",,04:19,0,0,,0,0,,0,0,,,0,0,,0,2,2,2,1,0,0,0,0,3.0,1,Luke Kornet
292,13,2024-11-13,BOS,@,BRK,"W, 139-114",,26:43,4,5,.800,0,0,,4,5,.800,.800,0,0,,1,2,3,3,0,1,0,1,8,9.8,6,Luke Kornet
293,14,2024-11-16,BOS,,TOR,"W, 126-123 (OT)",,17:14,2,3,.667,0,0,,2,3,.667,.667,0,0,,3,3,6,3,1,0,1,2,4,7.0,7,Luke Kornet
,15,2024-11-19,BOS,,CLE,"W, 120-117",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Luke Kornet
294,16,2024-11-22,BOS,@,WAS,"W, 108-96",,23:43,3,3,1.000,0,0,,3,3,1.000,1.000,0,1,.000,3,3,6,1,1,1,1,1,6,8.7,15,Luke Kornet
,17,2024-11-24,BOS,,MIN,"W, 107-105",Did Not Dress,,,,,,,,,,,,,,,,,,,,,,,,,,Luke Kornet
,18,2024-11-25,BOS,,LAC,"W, 126-94",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Luke Kornet
,19,2024-11-29,BOS,@,CHI,"W, 138-129",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Luke Kornet
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Luke Kornet
295,20,2024-12-01,BOS,@,CLE,"L, 111-115",,08:41,0,2,.000,0,0,,0,2,.000,.000,0,0,,0,5,5,0,0,3,0,0,0,2.2,1,Luke Kornet
296,21,2024-12-02,BOS,,MIA,"W, 108-89",*,27:12,3,4,.750,0,0,,3,4,.750,.750,0,0,,1,3,4,3,0,6,1,3,6,10.1,14,Luke Kornet
297,22,2024-12-04,BOS,,DET,"W, 130-120",,20:46,4,6,.667,0,0,,4,6,.667,.667,1,1,1.000,2,6,8,1,2,2,0,1,9,13.3,-4,Luke Kornet
,23,2024-12-06,BOS,,MIL,"W, 111-105",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Luke Kornet
298,24,2024-12-07,BOS,,MEM,"L, 121-127",,09:13,0,1,.000,0,0,,0,1,.000,.000,3,4,.750,2,1,3,0,0,0,1,1,3,2.2,-3,Luke Kornet
299,25,2024-12-12,BOS,,DET,"W, 123-99",,12:32,5,5,1.000,0,0,,5,5,1.000,1.000,2,3,.667,2,5,7,1,0,0,0,1,12,13.3,16,Luke Kornet
300,26,2024-12-15,BOS,@,WAS,"W, 112-98",,26:50,1,3,.333,0,0,,1,3,.333,.333,5,8,.625,5,6,11,4,0,1,1,0,7,11.9,20,Luke Kornet
301,27,2024-12-19,BOS,,CHI,"L, 108-117",,00:19,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0.0,3,Luke Kornet
302,28,2024-12-21,BOS,@,CHI,"W, 123-98",,19:22,2,6,.333,0,0,,2,6,.333,.333,0,0,,5,3,8,3,0,0,0,1,4,6.7,10,Luke Kornet
303,29,2024-12-23,BOS,@,ORL,"L, 104-108",,20:14,2,4,.500,0,0,,2,4,.500,.500,0,0,,2,3,5,0,1,1,0,0,4,6.0,6,Luke Kornet
304,30,2024-12-25,BOS,,PHI,"L, 114-118",,20:17,3,4,.750,0,0,,3,4,.750,.750,0,1,.000,6,4,10,2,0,2,0,1,6,11.8,-1,Luke Kornet
305,31,2024-12-27,BOS,,IND,"W, 142-105",,18:47,1,2,.500,0,0,,1,2,.500,.500,1,2,.500,2,3,5,1,1,0,1,1,3,4.2,11,Luke Kornet
306,32,2024-12-29,BOS,,IND,"L, 114-123",,13:42,0,1,.000,0,0,,0,1,.000,.000,1,2,.500,1,8,9,0,0,3,0,0,1,5.1,-3,Luke Kornet
307,33,2024-12-31,BOS,,TOR,"W, 125-71",,13:03,1,2,.500,0,0,,1,2,.500,.500,0,0,,1,3,4,2,0,0,1,0,2,3.0,17,Luke Kornet
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Luke Kornet
308,34,2025-01-02,BOS,@,MIN,"W, 118-115",,11:09,3,3,1.000,0,0,,3,3,1.000,1.000,1,1,1.000,0,3,3,1,1,0,0,3,7,7.5,0,Luke Kornet
309,35,2025-01-03,BOS,@,HOU,"W, 109-86",,23:31,4,7,.571,0,0,,4,7,.571,.571,1,4,.250,6,4,10,4,1,1,1,2,9,12.6,23,Luke Kornet
310,36,2025-01-05,BOS,@,OKC,"L, 92-105",,14:39,2,2,1.000,0,0,,2,2,1.000,1.000,0,0,,1,3,4,0,0,1,0,2,4,4.9,-2,Luke Kornet
311,37,2025-01-07,BOS,@,DEN,"W, 118-106",,17:30,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,1,2,3,1,0,2,0,2,2,4.3,5,Luke Kornet
312,38,2025-01-10,BOS,,SAC,"L, 97-114",,15:25,3,4,.750,0,0,,3,4,.750,.750,0,0,,3,3,6,2,1,0,1,0,6,8.8,-4,Luke Kornet
313,39,2025-01-12,BOS,,NOP,"W, 120-119",,13:45,4,6,.667,0,0,,4,6,.667,.667,0,0,,2,5,7,1,0,0,0,5,8,7.0,13,Luke Kornet
314,40,2025-01-15,BOS,@,TOR,"L, 97-110",,10:04,1,2,.500,0,0,,1,2,.500,.500,0,0,,2,1,3,1,0,1,0,1,2,3.7,7,Luke Kornet
315,41,2025-01-17,BOS,,ORL,"W, 121-94",,06:52,0,1,.000,0,0,,0,1,.000,.000,2,2,1.000,2,2,4,0,0,0,0,2,2,2.5,4,Luke Kornet
316,42,2025-01-18,BOS,,ATL,"L, 115-119 (OT)",*,30:53,7,9,.778,0,0,,7,9,.778,.778,3,4,.750,6,1,7,2,4,2,1,2,17,22.6,-5,Luke Kornet
317,43,2025-01-20,BOS,@,GSW,"W, 125-85",,12:00,4,4,1.000,0,0,,4,4,1.000,1.000,0,0,,3,4,7,2,0,2,1,0,8,11.9,16,Luke Kornet
318,44,2025-01-22,BOS,@,LAC,"W, 117-113 (OT)",*,30:07,0,2,.000,0,0,,0,2,.000,.000,2,2,1.000,1,1,2,1,1,1,1,2,2,2.2,18,Luke Kornet
319,45,2025-01-23,BOS,@,LAL,"L, 96-117",,11:38,1,3,.333,0,0,,1,3,.333,.333,2,2,1.000,4,0,4,0,0,0,0,3,4,3.9,-14,Luke Kornet
320,46,2025-01-25,BOS,@,DAL,"W, 122-107",,16:32,1,4,.250,0,0,,1,4,.250,.250,0,0,,4,6,10,5,0,2,0,0,2,9.1,21,Luke Kornet
321,47,2025-01-27,BOS,,HOU,"L, 112-114",*,33:10,8,9,.889,0,0,,8,9,.889,.889,2,2,1.000,2,5,7,1,1,1,3,3,18,16.0,-1,Luke Kornet
322,48,2025-01-29,BOS,,CHI,"W, 122-100",,14:36,1,3,.333,0,0,,1,3,.333,.333,0,0,,1,1,2,0,0,0,0,2,2,0.5,-1,Luke Kornet
323,49,2025-01-31,BOS,@,NOP,"W, 118-116",,15:53,4,4,1.000,0,0,,4,4,1.000,1.000,3,3,1.000,1,1,2,3,1,1,0,2,11,13.8,2,Luke Kornet
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Luke Kornet
324,50,2025-02-02,BOS,@,PHI,"W, 118-110",,13:10,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,1,1,2,0,0,0,0,3,2,1.5,17,Luke Kornet
325,51,2025-02-04,BOS,@,CLE,"W, 112-105",,12:28,2,2,1.000,0,0,,2,2,1.000,1.000,0,0,,3,0,3,3,1,0,0,2,4,7.8,10,Luke Kornet
326,52,2025-02-06,BOS,,DAL,"L, 120-127",,23:17,3,5,.600,0,0,,3,5,.600,.600,1,2,.500,4,1,5,5,0,1,0,2,7,10.8,-20,Luke Kornet
327,53,2025-02-08,BOS,@,NYK,"W, 131-104",*,28:36,7,7,1.000,0,0,,7,7,1.000,1.000,0,0,,5,7,12,1,1,3,0,4,14,19.7,21,Luke Kornet
328,54,2025-02-10,BOS,@,MIA,"W, 103-85",,21:55,0,2,.000,0,1,.000,0,1,.000,.000,0,0,,1,2,3,2,2,0,2,3,0,0.1,-4,Luke Kornet
329,55,2025-02-12,BOS,,SAS,"W, 116-103",,15:59,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,3,1,4,1,0,0,0,0,2,4.8,10,Luke Kornet
330,56,2025-02-20,BOS,@,PHI,"W, 124-104",,17:25,3,4,.750,0,0,,3,4,.750,.750,0,0,,4,3,7,4,1,2,0,1,6,12.9,12,Luke Kornet
331,57,2025-02-23,BOS,,NYK,"W, 118-105",,13:36,3,4,.750,0,0,,3,4,.750,.750,2,2,1.000,3,0,3,2,0,0,0,1,8,9.5,-3,Luke Kornet
,58,2025-02-25,BOS,@,TOR,"W, 111-101",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Luke Kornet
,59,2025-02-26,BOS,@,DET,"L, 97-117",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Luke Kornet
332,60,2025-02-28,BOS,,CLE,"L, 116-123",,19:17,0,0,,0,0,,0,0,,,0,0,,2,3,5,0,1,2,1,4,0,2.1,-26,Luke Kornet
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Luke Kornet
333,61,2025-03-02,BOS,,DEN,"W, 110-103",*,30:46,3,5,.600,0,0,,3,5,.600,.600,2,4,.500,1,0,1,4,0,1,0,2,8,8.3,-4,Luke Kornet
334,62,2025-03-05,BOS,,POR,"W, 128-118",*,22:31,1,4,.250,0,0,,1,4,.250,.250,0,0,,3,3,6,4,0,1,3,2,2,2.3,-4,Luke Kornet
335,63,2025-03-06,BOS,,PHI,"W, 123-105",*,32:29,4,4,1.000,0,0,,4,4,1.000,1.000,1,2,.500,3,4,7,4,0,4,1,2,9,14.5,26,Luke Kornet
336,64,2025-03-08,BOS,,LAL,"W, 111-101",,10:46,3,3,1.000,0,0,,3,3,1.000,1.000,0,2,.000,3,1,4,0,0,0,0,1,6,6.3,-6,Luke Kornet
337,65,2025-03-10,BOS,,UTA,"W, 114-108",*,30:05,2,4,.500,0,0,,2,4,.500,.500,1,2,.500,3,5,8,0,2,1,0,2,5,8.1,13,Luke Kornet
338,66,2025-03-12,BOS,,OKC,"L, 112-118",,14:41,3,3,1.000,0,0,,3,3,1.000,1.000,3,4,.750,4,0,4,0,0,0,0,3,9,9.3,-1,Luke Kornet
339,67,2025-03-14,BOS,@,MIA,"W, 103-91",*,21:36,2,3,.667,0,1,.000,2,2,1.000,.667,0,0,,0,4,4,1,1,0,0,3,4,4.4,10,Luke Kornet
340,68,2025-03-15,BOS,@,BRK,"W, 115-113",,24:33,5,7,.714,0,0,,5,7,.714,.714,0,1,.000,5,3,8,1,0,2,0,1,10,12.8,0,Luke Kornet
341,69,2025-03-18,BOS,,BRK,"W, 104-96",,12:16,0,0,,0,0,,0,0,,,1,2,.500,0,1,1,0,0,0,1,1,1,-0.5,-10,Luke Kornet
342,70,2025-03-21,BOS,@,UTA,"W, 121-99",,16:52,2,4,.500,0,0,,2,4,.500,.500,0,0,,3,5,8,0,0,3,0,1,4,7.3,23,Luke Kornet
343,71,2025-03-23,BOS,@,POR,"W, 129-116",,18:58,6,6,1.000,0,0,,6,6,1.000,1.000,1,1,1.000,3,2,5,3,0,0,0,2,13,15.2,11,Luke Kornet
344,72,2025-03-24,BOS,@,SAC,"W, 113-95",,25:53,6,7,.857,0,0,,6,7,.857,.857,1,2,.500,4,4,8,3,1,1,1,1,13,16.5,16,Luke Kornet
345,73,2025-03-26,BOS,@,PHO,"W, 132-102",,18:21,1,3,.333,0,0,,1,3,.333,.333,0,0,,0,5,5,0,0,2,0,0,2,3.2,15,Luke Kornet
346,74,2025-03-29,BOS,@,SAS,"W, 121-111",,31:14,7,10,.700,0,0,,7,10,.700,.700,1,2,.500,7,9,16,4,1,0,0,3,15,20.6,21,Luke Kornet
,75,2025-03-31,BOS,@,MEM,"W, 117-103",Did Not Dress,,,,,,,,,,,,,,,,,,,,,,,,,,Luke Kornet
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Luke Kornet
347,76,2025-04-02,BOS,,MIA,"L, 103-124",*,21:29,7,9,.778,0,0,,7,9,.778,.778,0,0,,6,0,6,2,0,0,0,3,14,14.9,3,Luke Kornet
348,77,2025-04-04,BOS,,PHO,"W, 123-103",,15:08,5,7,.714,0,0,,5,7,.714,.714,2,2,1.000,4,0,4,0,0,0,0,2,12,11.1,4,Luke Kornet
349,78,2025-04-06,BOS,,WAS,"W, 124-90",*,26:10,6,9,.667,0,0,,6,9,.667,.667,1,2,.500,9,5,14,3,0,0,0,1,13,18.2,21,Luke Kornet
350,79,2025-04-08,BOS,@,NYK,"W, 119-117 (OT)",,18:54,0,3,.000,0,0,,0,3,.000,.000,2,2,1.000,3,0,3,1,1,1,2,4,2,0.8,6,Luke Kornet
351,80,2025-04-09,BOS,@,ORL,"L, 76-96",*,25:27,7,10,.700,0,0,,7,10,.700,.700,0,0,,1,2,3,1,1,1,1,2,14,11.7,2,Luke Kornet
352,81,2025-04-11,BOS,,CHO,"W, 130-94",,17:43,3,5,.600,0,0,,3,5,.600,.600,2,4,.500,2,2,4,2,0,0,0,1,8,7.9,19,Luke Kornet
353,82,2025-04-13,BOS,,CHO,"W, 93-86",*,29:46,5,9,.556,0,1,.000,5,8,.625,.556,1,2,.500,4,4,8,2,1,4,0,2,11,14.7,1,Luke Kornet
